"neutral","After years of failures, #Microsoft is finally making money in the handheld market -- but not in the way youâ€™d think"
"neutral","#Microsoft #Dynamics GP soon to offer 64-bit Hyper-V images only : http://t.co/82CFFcHZ"
"neutral","Annie: has just had a look at our downloaded #Windows8 op sys.  Where #AppleMacs go, #Microsoft follows!!"
"neutral","Seeking a Manager of IT for Immediate Hire in Sterling, VA! Send resumes to julia.snik@rht.com for consideration! #dcjobs #cisco #microsoft"
"neutral","Ballmer: Weâ€™re beating Google in the cloud http://t.co/YFAmguRF #ballmer #google #microsoft #cloud"
"neutral","Good luck to #CPG team RT @MindTree_PR: #MindTree Introduces mPromo #TradePromotion Solution on #Microsoft #Azure http://t.co/aTNnITtt  #CGT"
"neutral","#MindTree Introduces mPromo #TradePromotion Solution on #Microsoft #Azure http://t.co/LkjHqrnR #CPG #CGT"
"neutral","Open Virtualization Format adopted by #VMware #Microsoft and #Citrix. How come no mention for open source leader #RedHat? #vmworld #SEC1802"
"neutral","Database sizing #Microsoft #SharePoint 2010 #VMware #VMworld http://t.co/ZcdTjyrp"
"neutral","RT @VentureBeat: #Ballmer: â€œWeâ€™ve picked our playâ€ in #social with #Skype deal http://t.co/03IHBOgj #microsoft #xbox #in"
"neutral","#JaccuseDZ RT @zeggar-@amaboura the entreprise version of #Microsoft #office365 is not available yet in #Algeria... http://t.co/BuWiL76A"
"neutral","M10135 Microsoft Course. RRP Â£1640 + VAT. Our Price = Â£1148 + VAT http://t.co/vOTLSnfX #ittraining #microsoft"
"neutral","CEO Steve Ballmer says that #Microsoft dodged a bullet when it failed to acquire #Yahoo! in 2008 http://t.co/nlCxoCUz"
"neutral","Technology 4 StartUp Britain Week: Attracting Customers With SEO and PPC http://t.co/o7tHRXPr #microsoft"
"neutral","@amaboura the entreprise version of #Microsoft #office365 is not available yet in #Algeria i guess"
"neutral","#Microsoft Takes a Shot at the #Wii in Their Newest #DanceCentral 2 Ad [Video] http://t.co/A8tlwr3o #Kinect #games"
"neutral","@WonderLaura, Please cld u send me steps on how to add a custom .master files through SPD 2010. i just downloaded some files from #Microsoft"
"neutral","#VisualStudio 11 Developer Preview Training Kit released: start learning - http://t.co/d6meZBZv #Microsoft"
"neutral","#Microsoft news: #SQLServer licensing will be different from december2011 | #Office365 and #Azure will be available in #Algeria in 2013"
"neutral","How to oranise and sort your emails with the categories feature in #Microsoft #Outlook - http://t.co/NSpqbzFZ"
"neutral","#Microsoft Announces New â€œPlayful Learningâ€ Titles - Wired News : http://t.co/nN8oietT #av"
"neutral","Ballmer Feels Lucky Microsoft Didn't Buy Yahoo in 2008 http://t.co/MK8pv0TN #gdapps #ballmer #microsoft #yahoo"
"neutral","@cloudnewsindia The War of #Email #Cloud Computing: #Google vs. #Microsoft http://t.co/zu9pSwSG"
"neutral","#Microsoft chief admits lucky escape from buying Yahoo! http://t.co/xOqL8Wqh"
"neutral","#Microsoft's Kinect brings 'playful learning' to the Xbox 360 http://t.co/1KAi853k"
"neutral","#HEUTE - #Microsoft #Office #2010 Home & Student Product Key Card [1 User] - statt 149â‚¬ nur 89,99â‚¬ - http://t.co/3QXy2Zo4"
"neutral","RT @mattimooz: I'm at #microsoft and been served #cake for lunch, ok not just cake but its definitely involved. You live a good life @bennuk"
"neutral","@MrRobinson hard for"" balms ""to get excited over Android phones"" because #Microsoft isn't collecting enough royalties yet. #isaidit"
"neutral","â€œ@GeeCloud: Congratulations to Softline Pastel (@SageGroupZA) for winning #ISV of the Year at #Microsoft #partnersummitâ€ @SoftlinePastel"
"neutral","#HEUTE - #Microsoft #Office #2010 Home & Student Product Key Card [1 User] - statt 149â‚¬ nur 89,99â‚¬ - http://t.co/YLlITFAt"
"neutral","#Microsoft #Cloud Getting Physical with Virtual Servers: Q. Is it important that Windows Server and Microso... http://t.co/n8ky79pQ #TCN"
"neutral","Build once, scale to many: #Microsoft allows creators to extend experiences to multiple touchpoints like xBox, Windows Mobile. #ULforthewin"
"neutral","@cloudnewsindia New Version of #Cloud InTune is Available: Posted on #Windows 7 News...#Microsoft has just..http://bit.ly/pY0hlZ"
"neutral","@cloudnewsindia New Version of #Cloud InTune is Available: Posted on #Windows 7 News...#Microsoft has just released..http://bit.ly/pY0hlZ"
"neutral","#Ballmer On Not Buying #Yahoo: â€œSometimes Youâ€™reÂ Luckyâ€ via @techcrunch http://t.co/MrjkOXnO #Microsoft"
"neutral","Microsoft's Steve Ballmer attacks Android phones http://t.co/ExByurKL #windows #android #microsoft #google"
"neutral","#Microsoft Windows Server 2008 R2 Enterprise OEM #preisvergleich http://t.co/0jWsfMQn Bewertung softline24 #test #Microsoft"
"neutral","#Microsoft announces official SQL Server driver for #Linux - http://t.co/lgTx40UM #SqlServer"
"neutral","There is a chance? #Microsoft and #Mobile http://t.co/p4ChgGwg"
"neutral","#Job #ICT System Administrator Windows: GSI Consultants, Zug http://t.co/96Vi7GIu #Microsoft #IT"
"neutral","Steve Ballmer: Bunch of new Nokia Windows Phones coming next week http://t.co/8F2FVygU via @esphoneblog #wp7 #nokia #microsoft"
"neutral","RT @qmatteoq: Leaving for #smau : I'll be at the #Microsoft stand as a trainer for the #wpdev labs. Meet me there!"
"neutral","#microsoft â€˜People-Centricâ€™ Windows Phone 7.5 Update Released http://t.co/oImNAkVf"
"neutral","Microsoft Stores giving away free Windows Phone devices with $499 spend #microsoft #wp7 #free #msftstore http://t.co/QbYUm2Ce"
"neutral","Leaving for #smau : I'll be at the #Microsoft stand as a trainer for the #wpdev labs. Meet me there!"
"neutral","Just walked in the door of the #Microsoft #kenyaopendoor conference..."
"neutral","A New Landscape for Retail Banking: New report from #Efma with #Microsoft http://t.co/2XNz3F9C"
"neutral","Windows 7 Roadmap = #Windows #8 Roadmap: M3 final 6.1.6801 (7) and 6.2.8102 (8). #Beta at #CES? :O #Microsoft"
"neutral","Microsoft Stores giving away free Windows Phone devices with $499 spend http://t.co/YEVwfL4N #microsoft #windows"
"neutral","Big Data and the Cloud - More Hype or a Real Workload? http://t.co/WA0bP7Mx #azure #hpc #microsoft"
"neutral","#Microsoft acquisition of #Skype has closed. http://t.co/Vbr0CPKr Will it be integrated this with #technology like #Exchange and #Outlook?"
"neutral","Novidade #Microsoft: RT @Cibereconomia: This New Microsoft Technology Turns Anything Into A Touchscreen (MSFT) http://t.co/yqh20Z0u"
"neutral","#Infosys, #Microsoft team up to offer #cloud #services - http://t.co/9dEVf9Tz"
"neutral","#Microsoft India Webcast LIVE on Cloud Management with System Center App Controller Codename â€œConceroâ€ http://t.co/TSYXWdKh  #Cloud"
"neutral","#Microsoft's Steve Ballmer attacks #Android phones http://t.co/cuoW78du"
"neutral","Microsoft Excel: How To Alternate the Color Between Rows - http://t.co/x7TZk9sG #microsoft"
"neutral","RT @guardiantech: #Microsoft Kinect brings 'playful learning' to the Xbox 360 http://t.co/ys79quRD #Gaming"
"neutral","#OmniTouch #Microsoft  http://t.co/qwk0YUrH via @youtube"
"neutral","Get #Microsoft #http://t.co/TMUrucvW certified now!! http://t.co/3Qr7XoCy"
"neutral","Early cloud #Microsoft partners can qualify for Microsoft Cloud Accelerate! http://t.co/pjkyf0gf"
"neutral","RT @MahimaKurra: @CloudNewsIndia #Microsoft Announces #Open Source based #Cloud Service http://t.co/MtK3XZ2l"
"neutral","Great, now #Skype is a part of #Microsoft stack http://t.co/vZfUv9OI."
"neutral","#Microsoft CEO #Steve_Ballmer on Not Buying #Yahoo: â€œSometimes, Youâ€™re Luckyâ€ http://t.co/YgISO7xt"
"neutral","#Microsoft CEO #Steve_Ballmer on Not Buying #Yahoo: â€œSometimes, Youâ€™re Luckyâ€ http://t.co/D0u2o9nZ"
"neutral","#Microsoft idea: Search the Internet like a celebrity (Todd Bishop/GeekWire) http://t.co/WhROX8KA"
"neutral","@CloudNewsIndia #Microsoft Announces #Open Source based #Cloud Service http://t.co/MtK3XZ2l"
"neutral","â–º #Job #IT #Projekt #Management #Microsoft  | Projekt fÃ¼r Freelancer: Programm Manager (m/w) in Berlin Â» http://t.co/MO4jtpTL"
"neutral","thinking thinking thinking thinking #dotnet #asp #microsoft"
"neutral","Creating #Pareto charts using #Microsoft #Excel http://t.co/B59lPyCS"
"neutral","#Microsoft Changes The Yet Known# Design of #Windows Eight http://t.co/EGa3wrr4"
"neutral","#Google sets alternative to #Microsoft http://t.co/EqAzzbcz"
"neutral","Watch short video on #Microsoft #Lync End User Adoption. A practical solution for users http://t.co/Qpk5DHEn #ITPro #UCOMS #OCS #WhyMSFT"
"neutral","#HEUTE - #Microsoft #Office #2010 Home & Student Product Key Card [1 User] - statt 149â‚¬ nur 89,99â‚¬ - http://t.co/tdMFe0nI"
"neutral","Funny #BillGates #Aprons w/Google #1 ranked #LTCartoon â€œGot #Microsoftâ€œ? http://t.co/CStd8cPM #humor #foodie #microsoft"
"neutral","Funny #BillGates #Aprons w/Google #1 ranked #LTCartoon â€œGot #Microsoftâ€œ? http://t.co/DRvKSVF6 #humor #foodie #microsoft"
"neutral","#Kinect Makes Learning Playful with Help from Sesame Street and National Geographic http://t.co/xQXP2uWx Genius idea ;) #Microsoft"
"neutral","Windows Phone Tango and Apollo rumors suggest new screen specs microsoft"
"neutral","#Kinect -projector makes all surfaces touchscreen #ar #touch #microsoft #xbox360 #gaming #games  http://t.co/67CMvCki"
"neutral","Ballmer On Not Buying Yahoo: â€œSometimes Youâ€™re Luckyâ€: Speaking today at Web 2.0, #Microsoftâ€¦ http://t.co/KOt83DxF"
"neutral","This coming from a guy who is #Microsoft PC, Mug, pen, everything RT @GiuseppePietta: @1Ngare both fail phones.windows phone 7 to the rescue"
"neutral","Steve Ballmer people need to be computer scientists to figure out how to use #Android phones | @Telegraph http://t.co/B5X0SDgp #Microsoft"
"neutral","Windows Phone Tango and Apollo rumors suggest new screen specs http://t.co/8X30jQAH #microsoft #windows"
"neutral","#Microsoft to Require yearly #Sustainability Reporting by Vendors http://t.co/71Rm0QOT via @CaelusGreenRoom #CSR #GMIC"
"neutral","CLOUD NEWS - Infosys boosts its cloud solution with Microsoft partnership - http://t.co/RNHzqjGR - @Infosys #cloud #microsoft #azure"
"neutral","#Microsoft discontinued product named #ENSEMBLE STUDIOS on October 14, 2011. Review and comment: http://t.co/eJ8a2Msm"
"neutral","#Microsoft #Cloud Windows Intune: Microsoft Offers Cloud Partners New Incentive ...: ... calendar year, whi... http://t.co/ufI0YlL7 #TCN"
"neutral","RT @joaoluisc: This New Microsoft Technology Turns Anything Into A Touchscreen (MSFT) http://t.co/Qcih8fjg #apple #microsoft"
"neutral","#Microsoft #SCVMM #2012- Session by @virtualfat - all u need to know about the new 2012 version. #e2evc Register http://t.co/eZBtVm9Z"
"neutral","This New Microsoft Technology Turns Anything Into A Touchscreen (MSFT) http://t.co/Qcih8fjg #apple #microsoft"
"neutral","... and we were just told what a #microsoft minute is: it is 95 sconds + 1 second which is from 1 to 10 minutes. :)"
"neutral","#Microsoft and #Nokia Announce suite of â€˜Microsoft Appsâ€™ for Nokiaâ€™s Symbian Belle Platform http://t.co/c1YryIFh #WP7 #WP75"
"neutral","SeNews : Ballmer: 70% Of The Time, Google & Bing Are The Same, So Try Bing! #Microsoft #Bing : http://t.co/6RmJ9Bgn"
"neutral","SeNews : Microsoft extends revenue guarantees to Yahoo #Yahoo #Microsoft : http://t.co/bR3MHHVg"
"neutral","SeNews : Ballmer on not buying Yahoo: 'Sometimes you're lucky' #Microsoft #Yahoo : http://t.co/E0kvSTj4"
"neutral","RT @InternetBH: #Microsoft shows 'touch screen' for any surface microsoft"
"neutral","Find & give information about software bugs & help improve #Microsoft products. Apply to become a #Beta Tester http://t.co/OSWEfixz #ITPro"
"neutral","#Teamfollowback -Microsoft expands Windows Phone Marketplace to India #microsoft #windowsphone #india"
"neutral","Check this video out -- Sesame Street and Nat Geo TV coming to Kinect http://t.co/iw7kjQ81 #xbox #kinect #microsoft"
"neutral","Cerulean is the most advanced ERP cloud for hosted dynamics #microsoft #dynamics - http://t.co/4J53yJwd"
"neutral","RT @Pocketlint: Ballmer on Nokia: Really looking forward to bunch of new devices next week http://t.co/xjUwssZs #wp7 #nokia #Microsoft"
"neutral","#Microsoft announces two new Xbox 360 holiday bundles http://t.co/GgLwTSlT"
"neutral","Omni Touch Screen System: going beyond the ""touch screens"" http://t.co/aROkfnOS  #Featured #Tech&amp;Gadgets #Microsoft #Omnitouch"
"neutral","Rumor: New screen sizes, specs coming to Windows Phones #windowsphone #microsoft http://t.co/kHTDQSHo"
"neutral","#Teamfollowback #Microsoft investigating Windows Phone Mango Zune freezing problems"
"neutral","Check this video out -- OmniTouch - Demo Video #Microsoft demonstrates touch screen for any surface http://t.co/NL9E08Q7"
"neutral","OmniTouch from #Microsoft makes every surface a #Touchscreen | #gadgets http://t.co/sSUrPnve"
"neutral","we are authorized test center PJ, Selangor, for IT #exams (#Cisco #CCNA, #Microsoft #MCSE, Red Hat #RHCE, etc.) http://t.co/16LPfctH"
"neutral","ToWhat technological extensivity #Microsoft willProvide the #CloudComputing ? Thanks #MS for Bein aPart ofMy generation http://t.co/bsnbAhBp"
"neutral","#Microsoft anuncia SQL Server ODBC Driver para Linux! http://t.co/kDbNjYyB  #MS #Linux #Opensource #SQL #Softwarelibre"
"neutral","#Teamfollowback Microsoft Q1 2012 earnings results due on Thursday #microsoft"
"neutral","Congratulations to Softline Pastel (@SageGroupZA) for winning #ISV of the Year at #Microsoft #partnersummit"
"neutral","Vincent Mugambi #Microsoft takes us through #WP app"
"neutral","#Microsoft #Cloud Infosys kicks off its cloud drive with Microsoft partnership: Infosys has accelerated its... http://t.co/utU4mwjK #TCN"
"neutral","#Microsoft #Wireless #Keyboard 3000 Review http://t.co/C4GOy04V #wirelesskeyboardandmouse #mousecombos"
"neutral","#Free Genuine Copy #Microsoft #Windows 8 Pre-Beta #OS: I donâ€™t know how long itâ€™s been outâ€¦ http://t.co/EY8GOIrk"
"neutral","http://t.co/VgMYdlDS found article on  http://t.co/UAWHbOLz  Fake #Microsoft scammers lure users into #granting remote access to PCs"
"neutral","Omni Touch Screen System: going beyond the ""touch screens"" http://t.co/SH2fCwuS  #Featured #Tech&amp;Gadgets #Microsoft #Omnitouch"
"neutral","Pinball FX2 offers free 'Paranormal' table starting next Wednesday http://t.co/vYXqUbJg #microsoft #pinball_fx_2"
"neutral","RT @NeowinFeed: Rumor: New screen sizes, specs coming to Windows Phones #windowsphone #microsoft http://t.co/Ja9sEesh #neowin"
"neutral","RT @TCMagazine: Microsoft talks about the Start menu search in Windows 8 http://t.co/P8Go0gkS #microsoft #search #start #windows8"
"neutral","Rumor: New screen sizes, specs coming to Windows Phones #windowsphone #microsoft http://t.co/Ja9sEesh #neowin"
"neutral","RT @kalezo: we strongly recommend students that are following us to sign up for the #imaginecup 2012 contest! http://t.co/ytn5OHym #micr ..."
"neutral","we strongly recommend students that are following us to sign up for the #imaginecup 2012 contest! http://t.co/ytn5OHym #microsoft"
"neutral","#Microsoft's Steve Ballmer attacks #Android phones - #Telegraph http://t.co/EvkkeA8l via @Telegraph"
"neutral","Rumor: New screen sizes, specs coming to Windows Phones #windowsphone #microsoft: A rumor has surfaced that sugg... http://t.co/wHDrAQO4"
"neutral","Rumor: New screen sizes, specs coming to Windows Phones #windowsphone #microsoft http://t.co/gOQgJvvb #microsoft"
"neutral","RT @FierceCIO: What happens to #Skype now that it is officially #Microsoft's? http://t.co/9FzSH0RY $MSFT"
"neutral","Any #Microsoft trainers in Oxfordshire who offer free training to local charities? Unfortunately out of my catchment area @Makethatlink"
"neutral","If you missed it : #Microsoft working on â€˜PocketTouchâ€™ device input through clothing http://t.co/eqz4HkNk"
"neutral","Windows Phone Tango and Apollo to have new screen resolutions? http://t.co/KJwugoM3 #WP7 #Microsoft"
"neutral","wasn't impressed with the #iPhone4S and now not impressed with the #GalaxyNexus, so let's see what #Nokia - #Microsoft have to offer..."
"neutral","RT @rinconindia: #OpenText #Alchemy Client programs are now compatible with #Microsoft #Office #2007."
"neutral","#Microsoft CEO Steve Ballmer on Not Buying #Yahoo : â€œSometimes, Youâ€™re Luckyâ€ http://t.co/WMCXWysh"
"neutral","#Microsoft excludes tablets from its holiday advertising push http://t.co/kPslZjFC"
"neutral","been using #microsoft @office for years? well here are some tips to be more efficient that even you might not know! http://t.co/HnXvwypp"
"neutral","#Microsoft #LifeCam NX-3000 #Webcam (Gray) Review http://t.co/zJMHBPH7 #nx3000 #laptopwebcam #notebooks #laptop"
"neutral","The Scribble SharePoint Blog: SharePoint 2013 Workflows. Maybe Microsoft can buy Nintex? #Microsoft #SharePoint #SP210 #Workflow #Nintex"
"neutral","@siobhancoda is your anti virus isn't just a 90 day trial, could leave you exposed in the near future #free #microsoft #antivirus #software"
"neutral","Steve Ballmer Says ""Luck"" Kept Microsoft From Buying Yahoo In 2008 http://t.co/9sDNmC0Y #Microsoft #Yahoo"
"neutral","Microsoft CEO says company got ""lucky"" when Yahoo deal fell apart #microsoft #steveballmer: Microsoft CEO Steve ... http://t.co/Zyetras0"
"neutral","Microsoft CEO says company got ""lucky"" when Yahoo deal fell apart #microsoft #steveballmer http://t.co/8fxt1ef8 #microsoft"
"neutral","Microsoft CEO says company got ""lucky"" when Yahoo deal fell apart #microsoft #steveballmer http://t.co/qGxn8d2l"
"neutral","Now I that i know god exists, realisation dawns on me that, he hates me microsoft"
"neutral","#microsoft says #android is too complex.  Interesting - from a user angle contrast #windows with #macos for a comparison.http://goo.gl/Wu3Zm"
"neutral","#Intervate wins content management partner of the year 2011. #Microsoft #techedafrica"
"neutral","#Intervate wins the portals and collaboration partner of the year 2011 #Microsoft #techedafrica"
"neutral","#Microsoft's Steve Ballmer attacks #Android phones (Telegraph) - http://t.co/9wbIy1Er"
"neutral","RT @marcfletcher: #Intervate wins the portals and collaboration partner of the year 2011 #Microsoft #techedafrica"
"neutral","RT @InternetBH: Microsoft finalises Skype deal - IT Business - News & Features - http://t.co/F9b14RY3: http://t.co/275l0zay #skype #Micr ..."
"neutral","RT @NeowinFeed: Microsoft CEO says company got ""lucky"" when Yahoo deal fell apart #microsoft #steveballmer http://t.co/l5uNInSW #neowin"
"neutral","Microsoft talks about the Start menu search in Windows 8 http://t.co/P8Go0gkS #microsoft #search #start #windows8"
"neutral","Microsoft CEO says company got ""lucky"" when Yahoo deal fell apart #microsoft #steveballmer http://t.co/l5uNInSW #neowin"
"neutral","RT @sanjeevgadre: #Ballmer says that #Microsoft dodged a bullet when it failed to acquire #Yahoo in 2008 | Wish 1 of my ex-employers was ..."
"neutral","#Ballmer says that #Microsoft dodged a bullet when it failed to acquire #Yahoo in 2008 | Wish 1 of my ex-employers was lucky like that 2"
"neutral","Ballmer Feels Lucky Microsoft Didn't Buy Yahoo in 2008, http://t.co/mPZoilRs #microsoft"
"neutral","#HP VirtualSystem for #Microsoft is the latest solution from HP & Microsoft. http://t.co/w8IXiboT #hpci"
"neutral","#Microsoft employees reveal theyâ€™re working on next-generation #Xbox  http://t.co/XE7RL7a8"
"neutral","RT @ShawnWildermuth: OMFG: http://t.co/Rit4WJq3 #gates #ballmer #nightAtTheRoxbury #microsoft"
"neutral","@mdhughes I have the strangest feeling we've done this exact thing before. #arial #microsoft"
"neutral","Microsoft #Cloud Services, ...federal government appears to have resulted in a decision favoring #Microsoft http://t.co/bz0uabpP"
"neutral","Any surface touch http://t.co/ymNtCIKG #Microsoft #Technology"
"neutral","#microsoft #3Q (or 1Q12) #conferencecall 10/20/11 http://t.co/zm9Dye63"
"neutral","Free Microsoft adCenter Credits http://t.co/OBUxExci #webhostingcoupon #adcenter #credits #free #microsoft"
"neutral","RT @SQLServer: #Microsoft made many announcements at #SQLPass Summit. Read the blog post for a recap: http://t.co/KSgglnDC #sqlserver #s ..."
"neutral","#Microsoft excludes tablets from its holiday advertising #push: Fresh details of Microsoftâ€™sâ€¦ http://t.co/SXFPd9Xj"
"neutral","Hm... Can't decide if I should like it or not... #Microsoft #OmniTouch  http://t.co/k074N0z2"
"neutral","Amazing that at #microsoft #TechEdAfrica everyone is running iOS phones !"
"neutral","RT @WesleyBackelant: Marketeer of the Year @ http://t.co/O07MOLI4 Please support @davidmerzel #microsoft"
"neutral","#Microsoft extends revenue guarantees to Yahoo: Yahoo disclosed today that Microsoft extendedâ€¦ http://t.co/NWLalDdd"
"neutral","Ballmer On Not Buying #Yahoo: â€œSometimes Youâ€™re Luckyâ€ http://t.co/7ButjnVO &gt; most interesting part = nascent #Microsoft cloud leadership"
"neutral","New Microsoft Security Essentials v2.1 Released with updated Antimalware Engine http://t.co/2etgYjEZ #Microsoft #SecurityEssentials #Windows"
"neutral","#MIcrosoft Launches Reseller RewardHub for Resllers http://t.co/scPUl9Yz"
